duration,protocol_type,service,flag,src_bytes,dst_bytes,wrong_fragment,urgent,label
43.77637070028384,1,0,7,65659,23276,0,4,1
38.253448281312785,1,3,4,83693,55222,1,1,0
53.23276455457959,2,0,7,91033,73038,3,4,0
28.33289550971696,0,3,1,67713,62519,1,4,1
7.175654756298102,1,3,7,56041,53044,1,5,0
42.7946872333797,2,4,5,64003,19184,1,3,0
45.64710291701385,0,2,8,17887,50082,0,2,0
33.67663185416978,0,3,6,46811,76326,1,0,0
46.25803079727366,1,0,6,15109,21633,1,2,0
29.627735781863443,1,3,5,56246,36961,0,4,0
31.363969762919645,2,3,8,63387,25368,2,0,0
25.652461101512976,1,3,3,91964,27045,3,4,0
1.5251476046457113,2,1,8,2124,53187,0,5,0
6.473485619598267,0,1,8,67949,45135,3,1,0
1.885751141204055,0,1,5,20771,69919,0,4,0
38.184624675826825,0,1,7,6089,91881,0,0,0
18.8613588645796,0,4,8,5833,61261,0,5,0
30.514241469882165,1,3,4,15748,55464,3,1,0
54.453988435565584,1,4,3,49308,20742,0,5,0
14.957533748932496,2,0,7,42083,23250,0,0,0
24.622975382137785,2,2,2,21387,2577,0,1,1
45.333068312582924,2,4,3,71289,70416,3,3,0
13.727889929497348,2,1,3,79674,4305,2,0,0
4.61879458972758,2,1,1,1702,53202,0,3,0
17.385087174826083,0,0,5,34433,92276,0,5,0
9.673277235240265,0,3,3,21773,14951,0,3,0
55.78185914055438,0,2,4,12425,19532,0,4,0
48.487222773865014,2,4,2,38575,78138,0,2,0
38.00422539062541,0,3,2,84031,88074,2,1,0
52.28763541126306,0,3,6,20098,40828,1,0,0
48.220324613946865,0,4,6,72519,62514,1,5,0
11.19420353316215,0,4,0,21494,70662,0,3,0
53.553539909398665,1,4,4,76752,18330,3,5,0
32.36053451493904,2,4,5,2397,13242,2,4,0
48.44640930984375,2,1,4,26770,34340,2,0,0
53.7654779954096,1,3,0,38222,94468,2,5,0
19.080208498311833,0,3,4,50707,60989,1,4,0
6.6031154716606055,0,1,5,81721,13823,3,0,0
13.676109752516501,0,3,7,93737,82119,1,4,0
25.62646731757538,2,4,5,76637,69604,2,4,0
49.080885955349586,2,2,1,49033,8281,1,2,0
51.64383499538061,2,3,3,70038,71734,1,3,1
0.4171278318714422,2,2,2,65879,87951,0,1,0
30.644838154653943,2,2,8,78475,41051,0,1,1
25.04466018892674,1,1,3,67080,92215,0,0,0
13.326468628243815,2,0,3,15950,57283,2,0,1
7.191922040020968,0,3,6,69532,59309,0,5,1
20.25691028421768,2,1,6,96081,12348,2,5,0
56.57458223475115,1,1,4,48787,63335,0,2,0
19.392175921245315,0,2,2,88768,43124,2,0,0
31.127437304601965,1,3,8,60162,82509,1,1,0
42.18113753371067,0,1,3,90150,85558,3,3,0
21.817776142757637,2,4,3,95551,52466,2,2,0
58.30692496325764,1,1,2,62926,49937,1,0,1
57.746837696526676,0,4,6,4986,24459,0,2,0
15.10693774952185,2,0,5,78485,45076,1,2,0
29.834910353543126,0,4,1,85343,10080,1,2,0
18.05269858900618,1,4,4,74756,36813,3,0,0
17.090429662648056,1,2,2,235,20168,0,4,0
2.2132168412719677,1,1,0,7993,83097,2,0,0
36.57386003879381,1,0,3,91080,99581,2,0,0
30.16074139373169,2,1,8,14836,31892,2,5,0
3.088725074999361,0,4,1,70760,2965,0,0,0
16.718787854196687,2,4,0,83150,32438,2,0,0
54.495953157999224,1,1,6,33006,8493,3,0,0
14.373713440018346,0,0,1,91966,67880,1,2,0
8.693692325473386,1,0,8,21308,45828,0,2,0
29.367165616653782,2,2,2,65587,85135,2,0,0
59.13902724663604,2,4,0,26731,27891,1,5,0
14.523316290690024,2,4,6,75108,40955,1,3,0
40.328132844352716,0,2,3,66592,16445,3,5,0
45.697176919723056,0,1,5,90133,33625,2,3,1
14.25825263954398,1,4,8,8498,90649,0,4,0
43.692980916711576,0,1,6,45066,83260,1,3,0
22.066987963155192,0,0,3,46718,96068,3,1,0
37.938349835614765,2,3,6,89529,25393,1,1,0
38.01178264565368,1,2,3,18993,62844,3,3,0
32.14648104448551,2,4,3,12485,27683,3,0,1
5.417386203264498,1,2,1,69136,21399,1,3,1
50.11814973535428,1,0,3,83885,82894,1,1,1
19.24680389830415,0,0,7,46123,20036,2,3,0
11.191110623991253,2,0,7,46264,83631,0,2,0
2.446508493285835,0,0,4,72068,49941,3,4,0
35.45357659129451,0,3,8,45606,26656,3,2,0
40.653861710536944,0,1,4,36346,33348,1,5,0
0.9952697356713691,1,1,6,35311,26617,1,2,0
30.72558349795686,2,3,1,87004,41311,1,4,1
13.589746511876278,2,1,7,42262,99377,0,0,0
38.71036742456699,0,0,2,53166,31766,1,4,0
10.461985740299486,1,1,7,39075,73097,3,0,0
41.456264286147956,2,2,4,36382,95907,3,1,0
23.204120778032244,2,1,3,78675,96948,3,3,0
56.20379932420407,0,2,5,55223,18266,0,1,0
8.251256648759595,1,4,8,4806,4345,0,1,0
20.46398106301551,0,2,8,49658,17644,0,1,1
6.808411274435344,2,2,0,29357,72583,0,3,0
55.48161709671377,1,0,3,58877,65767,2,0,1
52.64036120285886,0,0,2,53155,47531,2,4,1
15.476497662909336,2,0,8,58051,74684,2,0,1
39.59904276205074,0,2,1,73147,37497,1,0,1
49.03333201207295,0,3,2,26904,44889,0,2,0
33.31204869596774,0,0,3,76742,19920,0,3,0
31.779034701360388,1,0,3,97486,54271,2,0,1
14.5111374540271,2,2,7,1707,69850,2,0,0
5.586166068353952,2,4,1,74029,90808,0,1,0
53.83294547719961,2,4,6,51596,82226,2,5,0
54.02508342979983,2,1,5,74045,57657,1,2,0
37.986087436396076,1,4,5,22290,3474,1,4,1
20.341787462922042,0,0,0,84875,87768,1,5,0
20.952574476759654,2,3,6,19311,24039,3,2,0
43.557340732214364,1,1,6,50009,14104,3,1,0
53.82661559715463,0,3,8,48175,17786,0,1,0
53.22518545590704,1,3,8,2720,86296,3,1,0
46.79253275145743,1,0,0,35790,46716,2,3,1
38.52189876925726,2,2,0,74404,44358,1,5,0
5.04839789970293,2,2,1,81285,51269,1,1,0
9.697722845676825,0,2,7,90328,22193,3,0,0
53.913251311624755,0,4,0,77428,87950,1,3,1
36.3857435795754,2,2,8,27472,16791,1,1,0
0.5518230969977789,1,0,1,22442,71216,1,3,0
6.088292571961926,2,4,5,23802,80390,2,0,1
39.81010614648335,0,2,2,54115,78429,3,1,0
0.3036950307731212,1,3,7,12721,6224,1,5,0
9.64848308504992,1,0,0,70387,27685,1,1,0
32.924027361995165,1,0,6,35757,94045,1,0,0
41.513711861561596,2,1,8,36598,18476,0,1,1
39.11767557015603,2,0,4,28232,76598,2,0,0
13.456158567633587,0,3,8,38171,1484,3,1,0
42.73075328085215,1,0,0,26082,92526,1,1,0
14.234945249808003,1,1,2,91402,19760,2,2,0
19.52398188955606,2,0,7,1939,6326,1,3,0
44.78948430708145,0,0,3,31989,33234,3,4,0
38.97797394283288,0,1,3,89245,70469,3,2,1
50.95340462965068,1,0,3,73251,80075,0,2,0
39.4567735380206,2,4,3,73963,33742,0,3,0
34.098516200128294,1,0,1,68322,45678,0,2,1
5.6204860696855485,2,2,5,14454,70723,0,0,0
22.06294818356601,0,2,8,1377,56624,1,2,0
15.912142060903527,1,4,7,35523,68187,2,4,1
14.639378602745015,1,0,2,30807,83719,1,0,0
58.380633285146736,1,3,5,18467,14963,0,5,0
23.585863480005624,0,0,4,37177,82935,0,3,0
53.522793310626795,1,2,4,12287,6238,1,3,0
37.86831755983577,0,1,7,48667,91860,1,3,0
47.68867821249891,2,4,8,12838,58028,2,0,0
30.158225586311527,0,1,7,32065,47900,2,3,0
34.614233077581545,2,3,8,55259,60494,3,3,0
29.551061629131834,0,0,0,92812,64791,2,4,0
11.71457926788267,0,3,8,48867,48788,2,1,0
43.34712691569032,1,1,2,36872,41328,0,5,0
16.846341746451348,0,0,0,64870,55574,0,1,1
1.4589579858872304,1,3,8,10522,61790,3,1,0
38.72833775443007,2,2,0,29132,98203,3,3,0
10.626640764422937,2,2,7,40425,71583,2,0,0
56.42751506117486,1,4,3,5478,55701,2,3,0
57.23571462015524,2,2,5,93873,72125,3,1,0
54.891863413226915,0,2,3,59355,80501,3,4,1
22.209522015326662,1,1,2,51793,12805,0,3,1
0.9273969917320457,1,2,2,5025,66880,3,3,0
55.699113755263525,1,2,7,7764,86037,0,3,0
25.69104889903886,2,1,7,67648,27331,0,0,1
57.99928914262017,2,2,0,69036,74860,3,4,0
57.81719862535517,0,2,1,95062,73075,3,4,0
51.180567328041604,0,4,7,31521,40632,2,4,0
17.666933524175143,1,2,1,40392,95798,2,4,0
23.105863716115515,0,2,4,28807,87268,0,1,0
51.068200291011415,2,4,4,62201,13225,0,3,1
19.01532030937666,0,1,0,74737,52218,3,5,1
10.16956480116555,2,2,2,18013,39859,1,4,0
33.40807574750101,0,3,3,11311,59755,1,2,0
56.16928644964686,2,1,4,30627,26496,3,2,0
41.76178780049838,2,1,0,80483,84392,0,5,0
34.203670205361895,0,2,6,9041,958,0,1,0
5.8305896262461125,0,4,1,56513,93399,1,2,0
36.90043360195018,2,1,5,71796,83408,2,2,1
59.403231006255794,1,4,6,23306,86687,0,2,1
8.405040914191442,0,3,5,43827,65457,3,1,0
31.099779141824204,2,4,5,89086,18317,0,3,0
52.642384315677326,0,0,7,92151,13584,0,1,1
44.44611706525227,0,4,7,11427,38495,2,0,0
41.82094445971608,0,1,3,98782,26592,1,0,0
42.14904503922656,0,4,2,34078,37917,2,2,0
21.56946907318531,0,4,3,78359,87672,3,2,1
17.615510655869603,1,0,0,31213,56308,3,3,0
48.56166932871082,1,0,5,84063,37742,2,5,0
48.60680368075084,1,2,1,62960,89010,3,2,0
52.024339114806224,2,1,1,63741,20321,3,0,0
54.794433153388276,1,2,8,98717,36029,0,2,1
30.680543931656267,1,0,3,59000,97313,3,3,0
30.090977681231976,2,4,5,27207,28858,0,0,0
47.89771073800651,1,0,7,3936,41838,3,2,0
38.99783584666591,0,3,0,90107,38336,1,3,0
42.1180126354622,1,4,6,83314,64597,2,3,0
47.74756016616606,1,2,8,51775,4768,1,0,1
53.40032050905398,1,4,6,18674,77422,2,0,0
20.27970941109215,0,3,0,49790,5177,0,5,0
22.53497715839664,0,0,2,14374,31761,1,0,0
5.63891639045214,0,1,6,96128,73582,2,3,1
34.69680845977044,0,1,0,15317,50022,0,0,0
2.156536427804525,2,1,8,29181,31883,3,0,1
27.93588108794761,0,0,0,11780,6601,3,3,0
32.5586780824546,0,1,2,82059,74433,0,5,1
17.192475127697065,0,3,7,74396,19073,2,3,0
35.44999563414065,0,0,1,52994,56261,0,0,0
1.8300149963429657,2,1,4,20402,43219,2,0,0
2.240891324952865,1,2,7,63907,4581,2,0,0
49.35603363957949,1,0,7,23276,39802,2,5,1
21.611438484675773,0,0,1,72778,29698,3,3,0
7.623630759113087,0,4,7,93057,51119,2,4,0
31.334595603288264,0,1,5,1052,74980,0,1,0
46.19961318591665,1,2,0,15400,74980,3,2,0
12.949261649810591,1,3,5,61980,60393,2,1,0
37.373428549140016,0,0,7,85483,5080,3,5,1
5.12084789962608,1,3,4,25699,64652,3,3,0
3.100903270116462,2,3,8,34111,68664,2,4,0
31.88127789408888,0,3,4,82489,62577,2,5,0
32.43810729660639,0,4,2,94930,22206,0,3,1
38.24579408989239,2,3,0,61065,30450,3,0,1
43.56548002335969,2,1,6,81798,78117,1,5,0
58.55112476775208,1,1,0,69452,44569,3,2,0
30.97802089807172,2,2,0,74728,9811,2,1,0
19.37738837647476,0,2,0,35691,93018,1,3,1
47.71117168612222,1,3,7,47197,50496,1,4,0
16.24993507572445,2,3,5,52404,77641,2,0,0
26.338285242338166,1,4,6,60736,93897,3,4,0
4.707382880535958,1,3,4,23942,86588,1,2,0
1.5210446049274506,1,3,8,68928,11960,1,4,0
57.7589048806755,1,3,3,19001,56832,3,4,0
50.15880723073235,2,0,7,28696,91039,2,0,0
41.75845236562188,0,0,1,22319,18162,3,4,0
24.537176664856194,0,4,6,37123,68639,3,0,0
10.397659204250747,2,4,3,51165,38634,0,2,0
9.386222560265162,0,1,7,18311,5530,1,3,0
15.01457388987572,1,4,5,27120,92556,2,0,0
32.95359988236723,1,1,5,22642,68624,2,5,0
42.87575536200374,1,3,6,70083,23128,1,5,0
39.61184260306388,2,4,6,29371,70707,1,3,0
16.79603381675657,1,4,2,85639,4465,1,1,0
57.29191683979165,1,4,7,77401,90275,2,4,0
44.27381500174611,2,1,5,65244,29998,3,3,0
33.26124315068404,1,1,7,75279,94111,3,4,0
36.70324477406113,1,2,6,34450,88607,2,0,1
25.176003745667394,0,1,8,82304,27333,3,4,1
14.863859370069449,2,1,2,86628,93685,0,2,0
21.358360719075694,1,0,6,75994,65886,0,5,0
45.47076662786215,1,4,0,23407,6522,2,3,0
0.8636093177853521,1,1,4,70188,46518,3,4,0
6.964358430414974,1,4,3,4445,98504,0,3,0
2.760158521305165,0,4,0,82309,89194,3,3,0
2.443728139138208,0,0,0,31096,35320,1,2,0
51.32763504066043,0,4,5,1142,56307,3,0,0
42.219471562801424,0,1,6,49897,73087,0,4,0
28.45042974523951,2,4,0,65485,48975,0,1,0
5.870049639060088,1,2,7,88071,33819,2,3,0
29.49695250700994,0,2,5,67266,94544,2,0,0
28.40830624683394,1,0,5,63202,57630,1,1,0
10.39211219460091,2,1,6,61466,76406,0,3,1
26.03109895427838,1,0,6,86305,56662,2,1,1
23.910284063842408,1,2,4,4123,3558,2,4,0
36.951005883132986,0,1,0,68766,63082,2,4,0
38.10561905205863,0,4,2,18898,64762,1,5,1
2.718240586322671,2,1,0,41067,73834,1,3,0
22.476756877588272,1,3,1,45946,51705,0,3,0
37.55159494285418,0,1,3,74504,3513,1,5,0
30.188175514805263,0,4,3,62429,9460,0,4,0
51.389390471299336,0,3,6,7992,55374,0,0,0
39.5216178971367,2,0,2,55173,25316,0,1,0
9.776065624885781,1,1,2,10125,73189,2,3,0
4.234124844025791,0,0,8,22430,65558,3,3,0
38.54515669237894,1,1,5,74165,49512,2,2,0
1.5906786324973088,2,2,2,9226,28669,2,1,0
35.1465348764078,1,2,3,17220,99754,1,5,0
56.413814485497454,0,4,0,4702,57560,2,4,0
34.52845067255274,1,2,2,641,31709,0,5,1
23.290195572391315,1,3,8,35942,65270,3,3,0
38.59729310654119,2,3,0,83728,87705,1,3,0
27.495173429490997,2,1,3,55405,17011,3,4,0
32.7370073589561,1,0,6,3875,19651,1,1,1
56.48788852659151,1,3,1,41602,566,2,0,0
23.166158268046456,1,1,2,74430,36526,2,4,0
57.671433829434854,2,0,0,65322,2020,2,0,0
54.321038517363824,2,2,8,68384,69066,2,3,0
11.747468087357786,1,1,3,16077,18890,1,0,0
4.161678052509927,2,0,7,3612,77283,1,0,0
6.046680082645599,0,4,6,72598,75919,0,4,0
1.0933095390929837,2,4,2,58192,43882,1,5,0
5.666577645355703,2,3,6,88240,25304,1,3,0
40.98040640498141,2,0,8,66998,47742,2,1,0
4.27131890761374,0,4,5,55114,82393,0,2,1
19.13853781762568,0,3,0,39579,62124,3,0,0
50.69251865816727,0,1,1,28405,33373,1,3,0
1.396316144149552,1,1,2,77510,91354,3,2,0
48.86810895533615,1,0,7,98814,38451,2,1,0
16.911286486403995,0,0,3,34924,52754,2,2,0
7.089889657299375,1,0,3,2919,13669,3,1,0
41.804229921849036,1,0,8,87111,72940,3,5,1
37.73657080679304,1,4,5,72168,20754,0,2,0
52.64832081162318,0,4,4,74460,4847,1,1,0
44.104262628233144,2,3,8,63768,81472,1,5,1
48.208855823090914,0,4,5,43910,38446,1,0,0
16.92207435427839,0,1,3,34005,97676,1,2,0
10.64637262678337,1,3,3,83400,60489,0,1,1
45.0368850984515,1,4,0,10657,69589,2,3,0
48.41008435603584,2,0,1,18394,66245,3,4,0
59.4303085200404,2,4,8,72433,922,2,5,0
24.75706061468559,2,2,7,38397,98711,0,2,0
22.32108514756699,2,3,3,23874,50261,1,5,0
46.58477764451981,0,4,3,29873,36360,2,2,0
20.44821241518107,2,4,7,84655,12790,1,2,0
55.84543953621388,0,1,7,23670,91900,3,2,0
51.504765110580706,1,0,4,10951,14567,2,4,0
25.739641642501102,2,0,1,64069,20343,1,2,0
45.052264067489844,1,1,8,55352,55793,0,5,1
45.27257244508094,1,1,1,15768,31142,3,0,0
6.1874321301559565,0,2,2,66113,1490,1,0,0
54.153174400774,2,3,6,24463,80118,1,3,0
30.31514234687143,0,0,0,78905,60928,0,4,0
49.587447966464495,1,1,3,30836,28426,3,5,1
19.202976061836704,2,1,8,11688,83401,0,3,0
53.73139370977203,1,3,4,17202,34048,3,0,0
23.352100724049787,1,1,4,7188,47578,1,2,0
0.6502590888179016,2,2,0,53326,95824,1,2,0
54.32291858515582,2,3,6,14135,97914,3,1,0
5.4772006071680135,2,2,4,34657,31723,1,4,0
19.15881825542489,0,4,8,558,16178,2,1,0
57.00371802304829,0,0,3,52085,61286,1,4,0
57.03642881625336,1,1,8,26195,37622,3,4,0
34.40627328739717,2,3,0,14443,41834,2,2,1
37.91023273018796,1,2,1,64286,8055,3,2,0
26.906731318699187,1,0,4,97550,24687,2,3,1
17.59264630188387,1,0,5,23215,55318,2,0,0
19.719872722194957,1,1,1,5949,39848,0,0,1
40.35110736462231,1,0,3,40411,40829,0,2,0
45.1424717662608,2,1,7,49221,73929,2,0,0
47.49474262355091,0,4,4,68438,81396,2,4,0
47.37708856767323,2,1,3,62521,43613,2,0,0
5.472366182921422,2,2,7,79298,86672,0,5,0
29.66521828215489,2,0,8,20724,83451,0,3,0
3.453525600998657,0,0,2,76844,9581,0,0,0
32.97173293942413,0,0,3,90795,81617,2,0,0
26.491830082402622,0,1,1,71431,83537,2,3,0
53.262250965497984,2,3,4,22081,45101,3,3,0
21.05490075312472,0,1,1,44732,24940,1,2,0
7.024020985656351,1,2,3,90182,68907,1,3,0
8.579500923170151,0,1,6,87904,11016,0,5,0
45.690637903048334,2,0,4,56867,22943,0,2,1
37.09308379897566,2,4,6,91374,54617,1,4,0
6.067360567367414,1,2,5,56899,83292,0,1,1
5.046408366899846,0,4,6,2155,76585,2,0,0
42.0581478875472,0,2,6,29903,2237,1,3,0
4.365780381851612,1,2,0,29393,65263,2,0,0
49.31160355742137,2,0,6,46509,69980,1,4,0
42.374533629389774,2,1,5,48234,20852,1,1,1
4.880926838513986,0,0,7,83835,5758,0,3,0
5.090262845111515,0,0,6,96783,44322,2,2,0
59.198374710070524,0,0,5,30101,45003,2,2,0
22.456247745367218,0,4,2,14213,85895,3,3,0
22.238528824013454,0,2,6,4351,9176,2,3,0
48.76797403545015,2,3,7,40236,29658,2,4,0
56.834914643031524,2,1,7,13241,5674,0,1,0
59.160063829372255,2,0,2,88987,17910,3,3,0
45.202691115536496,2,2,0,22179,27948,2,2,1
22.575575131854947,1,1,1,91659,55941,0,1,0
5.010043001920126,2,3,0,47665,66572,1,3,1
46.628814955646206,1,3,1,61242,27749,2,1,0
33.504254984148304,2,0,6,4455,92356,0,4,0
25.45332055481858,0,3,2,40459,26678,1,5,0
54.381263105684155,0,3,3,60899,67766,2,3,0
6.671848938369081,0,1,1,17597,17426,2,3,0
29.55750625745155,1,1,4,55591,45418,0,1,0
0.6812186860451441,2,0,7,46209,40709,1,3,1
28.119638519647577,2,2,6,9052,28680,1,1,0
3.378196540910241,1,0,6,35691,6168,1,5,1
7.129074976084315,1,4,7,17816,99633,1,1,0
7.051574806626293,1,3,8,65876,69191,2,3,0
38.95261812696381,1,2,7,56533,47076,1,2,0
44.7626927559254,1,1,3,14206,1080,0,4,0
35.00212590582958,0,4,7,31518,77333,0,1,0
57.73035290847252,2,4,0,1198,49975,2,2,1
22.492234771422243,1,3,4,37064,36018,0,1,0
17.142725176911643,0,1,1,48744,67651,3,2,0
52.115947691367616,1,2,5,78566,85487,2,3,0
13.415750311167159,0,1,0,20577,73775,3,4,0
57.79335236643668,1,3,7,48230,83360,1,2,0
0.7292684813889805,2,4,5,30248,11927,3,0,0
58.19272960245834,1,3,3,81046,944,2,1,0
2.589594717034567,1,0,1,4934,52420,1,2,0
53.468586821884266,2,4,2,24927,19503,0,4,1
31.662066545177993,2,3,6,25877,22456,2,4,0
59.57788776715802,1,2,6,77367,10175,1,4,0
4.427793884123932,2,2,1,19471,24930,2,5,0
33.231257064079244,2,2,2,38841,3305,1,2,0
58.15815213714594,0,0,1,82375,80881,2,2,0
31.38587065020893,2,1,4,5853,53947,2,3,0
37.763918288115754,2,2,5,36018,39537,2,0,0
41.74492133907703,1,0,6,58501,33136,2,5,0
27.272463886066394,1,2,2,257,27562,3,2,0
37.6534848050438,0,0,3,92221,99496,1,5,0
35.058858715386016,1,2,7,95708,44953,1,3,0
54.06948062945934,2,1,0,29671,76730,2,1,0
2.7267828204874722,2,3,6,4730,75624,2,0,0
16.857791375533818,2,2,8,11305,89264,0,5,0
57.02468904459352,1,3,1,50548,51699,1,4,0
53.41582703345498,2,2,3,32116,83473,3,0,0
27.339405167142775,2,1,1,88979,19194,1,1,0
37.207955868092206,0,3,8,22839,80312,1,2,1
16.64287097886796,0,0,4,10818,98415,1,2,0
11.28726958342568,0,2,7,6202,85992,0,5,0
27.82190429639893,1,2,6,38946,82983,3,3,0
21.20113368156317,2,0,1,17031,53349,2,2,0
35.01936671105233,2,1,2,13298,99696,3,2,1
4.664078217899091,2,4,1,99915,83117,2,0,0
58.46368845996999,0,2,2,94700,61241,2,1,0
59.17264466877617,2,0,7,94698,98644,3,4,0
41.88970284118471,2,4,0,65311,70551,0,4,0
32.165781980647225,2,2,6,59612,35629,0,3,0
18.571656977179664,2,3,0,30842,45251,2,1,0
48.827701182416924,2,0,0,60098,13895,0,0,0
41.083870353232754,1,3,6,95333,58549,0,4,0
9.757016360693477,2,1,6,96026,96032,0,3,0
54.655631069630545,1,4,7,21366,95344,0,2,1
49.35223457539014,2,0,1,93496,58918,2,2,1
56.98799479751544,1,2,7,24057,12792,0,5,0
43.543170503301596,2,2,8,6080,63406,3,0,1
36.80491175614739,2,4,5,78317,15430,3,4,0
25.094582177437132,2,3,4,31942,39130,2,5,0
55.963709001240794,2,3,6,17016,42500,1,5,1
51.9638333700245,0,0,1,24232,71844,0,5,0
2.7131202063713644,2,0,3,60928,69120,3,2,0
1.5820184698351203,1,3,4,329,61397,1,3,0
22.587802012682975,0,0,8,60363,54455,3,3,0
48.633199846909974,0,3,3,30595,51078,3,4,1
59.23656775889667,2,4,0,5446,31088,1,5,1
9.025013466211691,1,0,0,77781,69055,0,0,0
35.64784292112811,1,3,6,66204,9597,2,3,0
22.853451397861292,0,0,0,46094,2013,2,1,1
58.19486386887619,1,2,2,98066,98751,2,3,0
50.52713538814252,2,2,1,14822,83640,0,0,0
50.29972228266827,2,1,2,16825,93979,0,5,0
28.121589587698217,2,3,6,52077,13465,3,3,0
24.88917014025991,2,1,7,4020,86013,2,5,1
16.404424315842373,2,3,4,22061,65569,2,2,0
3.382529799055627,0,0,3,24849,27487,3,0,0
51.883342575303196,2,3,3,53865,66939,3,2,0
48.77406054780465,2,2,0,25602,3219,1,2,0
59.98306039716783,0,0,1,94460,8077,1,4,0
59.79821022443432,0,2,5,91669,2710,0,5,0
33.32590233615765,0,0,3,35894,26178,2,5,0
